Date of data Extraction,Brand,Product name,Pack size,Serving size,Servings per pack,Product code,Energy per 100g (or 100ml),Protein per 100g (or 100ml),Total fat per 100g (or 100ml),Saturated fat per 100g (or 100ml),Carbohydrate per 100g (or 100ml),Sugars per 100g (or 100ml),Sodium per 100g (or 100ml),Original Price,Price Promoted,Price Promoted Price,Multi Buy Special,Multi Buy Special Details,Multi Buy Price
2018-06-08 22:30:30 UTC,tassal smoked,Tassal Smoked Salmon Salt Reduced,2,45g,1,,812kJ,22.0g,11.5g,2.6g,<0.5g,<0.5g,334mg,7,TRUE,6.5,FALSE,,
2018-06-08 22:30:30 UTC,primo,Primo Kransky Cheese,,,1,,956.00kJ,15.10g,17.90g,7.80g,2.20g,1.00g,810.00mg,16,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths,Woolworths Cocktail Frankfurts ,8,62g,1,,738kJ,12.1g,12.1g,4.1g,5.0g,0.8g,1160mg,2.4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,primo,Primo Pepperoni Sausage,,,1,,1280.00kJ,18.10g,25.30g,9.70g,2.00g,1.00g,890.00mg,21.99,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,primo,Primo Kransky Double Smoked,per kg,per,1,,,,,,,,,16,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,gotzinger,Gotzinger Bratwurst German,4,100g,1,,890kJ,13.1g,21.6g,8.3g,0.7g,0.2g,1030mg,7.98,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths select,Woolworths Select Raisins ,12,100g,1,,Approx. 1390kJ,Approx. 2.8g,Approx. 0.9g,Approx. 0.4g,Approx. 75g,Approx. 73.2g,Approx. 36mg,3.75,TRUE,2.5,FALSE,,
2018-06-08 22:30:30 UTC,bec campbell,Bec Campbell Pork Sausages Cumberland Style,,,1,,,,20.9,,,,,10,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,tegel,Tegel Meal Maker Sliced Roast Chicken,280g,g,1,,,,,,,,,8.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,d'orsogna,D'orsogna Premium Australian Ham Off The Bone Sliced,,,1,,736.00kJ,16.80g,11.20g,3.60g,2.10g,1.00g,1000.00mg,28,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,buderim ginger,Buderim Ginger Naked Value ,14,25g,1,,1385kJ,<1g,<0.1g,<0.1g,81.4g,81.2g,18mg,6.7,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,ocean spray,Ocean Spray Craisins Value Bag,7,40g,1,,1370kJ,0g,0g,0g,82.5g,72.5g,0mg,6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,sunbeam,Sunbeam Currants ,10,30g,1,,1330kJ,2.0g,<1g,<1g,73.0g,73.0g,5mg,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,angas park,Angas Park Fruit Mix Medley,7.5,50g,1,,1140kJ,2.6g,<1g,<1g,71.2g,4.8g,22mg,8,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths select,Woolworths Select Figs ,12,100g,1,,Approx. 1130kJ,Approx. 3.6g,Approx. 0.7g,<0.1g,Approx. 54.5g,Approx. 52.6g,Approx. 39mg,4.49,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,buderim,Buderim Ginger Crystallised,250g,g,1,,,,,,,,,5.25,TRUE,4.4,FALSE,,
2018-06-08 22:30:30 UTC,trident,Trident Dates Pitted,,,1,,,,,,,68.2g,,2.3,TRUE,2,FALSE,,
2018-06-08 22:30:30 UTC,angas park,Angas Park Peaches Dried,4,50g,1,,988kJ,3.4g,<1g,<1g,63.0g,63.0g,6mg,5.3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,winn,Winn Cherries Red Glace,8,25g,1,,1310kJ,0.2g,0.1g,<0.1g,76.9g,49.0g,35mg,4.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,homebrand,Homebrand Apricot Dried,10,50g,1,,1310kJ,2.7g,1.4g,0.5g,71.3g,31.9g,<5mg,4.99,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,sunsweet,Sunsweet Prunes Pitted,5,40g (about 5 pieces),1,,1073kJ,2.2g,<1.0g,<1.0g,56.8g,23.1g,2mg,3.6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,angas park,Angas Park Figs Soft N Juicy,5,50g,1,,959kJ,3.0g,<1g,<1g,46.3g,44.7g,33mg,4.4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,trident,Trident Dates Pitted,12,50g,1,,1450kJ,1.9g,<1.0g,<1.0g,78.5g,68.2g,45mg,4.1,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,mayfair,Mayfair Hungarian Salami Mild,2,50g,1,,1750kJ,23.0g,35.1g,19.2g,2.8g,0.6g,1420mg,2,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,homebrand,Homebrand Cooking Chocolate Dark,10,37g,1,,2320kJ,4.1g,34.6g,23.2g,54.7g,51.4g,<1mg,2.15,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,essentials,Essentials Cooking Chocolate Milk,10,37g,1,,2180kJ,3.6g,26.7g,17.2g,65.5g,61.8g,99mg,2.15,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,sunbeam,Sunbeam Yoghurt Coated Sultanas ,1,30g,1,,2130kJ,25.5g,25.5g,23.6g,65.4g,59.9g,61mg,3.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,sunbeam,Sunbeam Mixed Fruit ,1kg,kg,1,,,,,,,,,8.6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,angas park,Angas Park Apricot Large Dried,4,50g,1,,,4.3g,<1g,,,40.5g,37mg,7.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,angas park,Angas Park Fruit Mixed Peel Oranges & Lemons,4,50g,1,,1080kJ,<1g,<1g,<1g,61.8g,61.8g,280mg,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,montecatini,Montecatini Salami With Olives,100g,g,1,,,,,,,,,5.98,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,sunbeam,Sunbeam Sultanas ,1kg,kg,1,,,,,,,,,7.3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,white wings,White Wings Bliss Balls Raisin & Oat,250g,g,1,,,,,,,,,5,TRUE,4,FALSE,,
2018-06-08 22:30:30 UTC,white wings,White Wings Bliss Balls Date & Cocoa,250g,g,1,,,,,,,,,5,TRUE,4,FALSE,,
2018-06-08 22:30:30 UTC,greens,Greens Pudding Traditional Sticky Date,4,172g,1,,795kJ,2.3g,6.2g,2.1g,30.5g,21g,220mg,2.8,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,greens,Greens Pudding Blackberry Sponge,4,172g,1,,,2.4g,,,,20.5g,165mg,2.8,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,greens learn to bake,Greens Learn To Bake Kids Paw Patrol Choc Chip Cookie,240g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,white wings,White Wings Donut Balls ,250g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,spam,Spam Ham Low Salt,6,56g,1,,1290kJ,14.3g,26.8g,10.7g,3.6g,1.8g,518mg,4.9,TRUE,2.45,FALSE,,
2018-06-08 22:30:30 UTC,colonial,Colonial Lamb Corned Mutton Halal,4,85g,1,,890kJ,19.1g,15.2g,7.2g,0.5g,0.5,530mg,5.7,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,cadbury,Cadbury Baking Milk Chocolate Chips,8,25g (approx. 50 units),1,,2210kJ,4.5g,28.1g,18.0g,64.0g,62.4g,35mg,4.25,TRUE,2.1,FALSE,,
2018-06-08 22:30:30 UTC,fowlers ,Fowlers Baking Aids Vacola Jamsetta,10,50g,1,,1597kJ,<1g,<1g,<1g,99g,58g,<5mg,1.85,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,laucke country women ,Laucke Country Women Scone Mix ,Each500g pack makes 10 large scones.,1scone (65g),1,,1280kJ,7.6g,5.9g,3.1g,52.5g,7.8g,680mg,5.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,plumrose,Plumrose Ham Leg,4.5,100g,1,,575kJ,16.5g,7.5g,2.9g,1.0g,0.0g,926mg,8.85,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,lindt,Lindt Cooking Chocolate Dark 51% Cocoa,10,18g,1,,2220kJ,4.9g,33.0g,19.0g,50.0g,50.0g,33mg,6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,homebrand,Homebrand Baking Aids Bicarbonate Soda,500g,g,1,,,,,,,,,1.59,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,sunbeam,Sunbeam Raisins ,33,30g,1,,1310kJ,2.6g,<1g,<1g,71.4g,71.4g,15mg,11.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,angas park,Angas Park Prunes Pitted,20,50g,1,,800kJ,2.3g,<1g,<1g,43.9g,31.0g,7mg,11.6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,praise,Praise Whole Egg Mayonnaise Mayonnaise,16,20g,1,,2500kJ,1.7g,65.6g,8.8g,2.6g,2.4g,140mg,5,TRUE,4,FALSE,,
2018-06-08 22:30:30 UTC,farmers' own,Farmers' Own Full Cream Homogenised,8,250mL,1,,280kJ,3.6g,3.8g,2.5g,4.6g,4.6g,37mg,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,lowan,Lowan Yeast Dried Instant,47,6g,1,,1290kJ,41.0g,2.5g,0.9g,14.4g,0.5g,161.0mg,4.2,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,sunbeam,Sunbeam Mixed Fruit ,12.5,30g,1,,1300kJ,2.1g,<1g,<1g,70.7g,66.8g,10mg,4.4,TRUE,3.5,FALSE,,
2018-06-08 22:30:30 UTC,multix,Multix Patty Pans Café Collection Muffin Wraps,24pk,,24,,,,,,,,,4.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,best foods,Best Foods Mayonnaise Mayonnaise,28,14g,1,,2960kJ,1.1g,78.9g,5.7g,1.3g,1.0g,608mg,6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,macro organic,Macro Organic Full Cream Milk ,4,250mL,1,,282kJ,3.5g,4.0g,2.8g,4.6g,4.5g,42mg,2.2,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,multix,Multix Large Patty Pan Polka Dot,24ea,ea,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,mckenzie's,Mckenzie's Cream Of Tartar ,125g,g,1,,,,,,,,,3.4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,wallaby,Wallaby Bread Improver ,125g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,buderim,Buderim Ginger Glace,5,25g,1,,1349kJ,<1g,<1g,<0.1g,78.6g,72.5g,0mg,4.3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,primo,Primo Chorizo ,,,1,,1280.00kJ,18.10g,25.30g,9.70g,2.00g,1.00g,890.00mg,23,TRUE,11.5,FALSE,,
2018-06-08 22:30:30 UTC,lisa mcguigan,Lisa Mcguigan Barossa Shiraz ,750ml,Ml,1,,,,,,,,,23,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,angas park,Angas Park Medjool Dates ,4,50g,1,,1260kJ,2.1g,0.5g,0.2g,68.1g,57.8g,2mg,6.99,TRUE,6,FALSE,,
2018-06-08 22:30:30 UTC,yoplait forme,Yoplait Forme Zero French Vanilla Yoghurt,1,175g,6,,174kJ,4.2g,0.1g,0.1g,5.8g,4.9g,48mg,5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,don footy,Don Footy Frankfurts Skinless,9,68g,1,,762kJ,14.7g,11.7g,4.0g,4.5g,<1g,1060mg,6.85,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,angas park,Angas Park Apricot Diced,4,50g,1,,835kJ,4.3g,<1g,<1g,44.4g,40.5g,37mg,5.35,TRUE,5,FALSE,,
2018-06-08 22:30:30 UTC,danone activia,Danone Activia Yoghurt Vanilla,1,125g,4,,372kJ,4.8g,1.5g,1.0g,13.8g,13.3g,71mg,4.4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,vaalia,Vaalia Low Fat Passionfruit Yoghurt,4,150g,4,,421kJ,4.8g,1.3g,0.8g,16.5g,15.4g,82mg,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,gotzinger continental,Gotzinger Continental Black Pudding ,8,50g,1,,1280kJ,16.6g,25.5g,9.6g,2.2g,0.1g,745mg,6.9,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,ciabatta,Ciabatta Loaf ,440g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,danone activia,Danone Activia Yoghurt Mango,1,125g,4,,362kJ,4.8g,1.5g,1.0g,13.2g,12.9g,68mg,4.4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,don,Don Kransky Cheese,300g,g,1,,,,,,,,,7.39,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,don,Don Kransky Plain,3,100g,1,,925kJ,16.0g,16.6g,6.3g,2.3g,<1g,1020mg,7.39,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,primo ,Primo Kabana ,375g,g,1,,,,,,,,,6.25,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,primo ,Primo Cabanossi ,7.5,50g,1,,1380kJ,16.4g,29.0g,12.4g,2.0g,<1g,1200mg,6.25,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,arkadia,Arkadia Salted Caramel Diy Ice Cream,170g,g,1,,,,,,,,,6,TRUE,5,FALSE,,
2018-06-08 22:30:30 UTC,greens,Greens Cake Mix Traditional Sultana,12,45g,1,,1300kJ,4.1g,10.9g,2.8g,48.9g,29.4g,378mg,2.75,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,artisan sourdough bakers,Artisan Sourdough Bakers White Semolina Sourdough,5,125g,1,,900kJ,7.7g,1.0g,0.1g,42.6g,0.3g,410mg,6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,montecatini,Montecatini Chorizo Spanish,250g,g,1,,,,,,,,,6.98,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,essentials,Essentials Butter Cake Mix ,340g,g,1,,,,,,,,,0.75,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths,Woolworths Creamy Pasta Salad,250g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,daly potato co.,Daly Potato Co. Spring Onion & Garlic Aioli Potato Salad,400g,g,1,,,,,,,,,5.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,greens,Greens Pudding Butterscotch Sponge,4,172g,1,,813kJ,2.4g,6.6g,2.3g,31.0g,20.6g,355mg,2.8,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths,Woolworths Ancient Grain Salad Salad,250g,g,1,,,,,,,,,3.8,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,montecatini truffle,Montecatini Truffle Salami ,100g,g,1,,,,,,,,,5.98,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,montecatini rosemary,Montecatini Rosemary Pancetta ,1,100g,1,,1090kJ,19.4g,19.4g,7.6g,1.5g,0.5g,1160mg,5.98,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths select,Woolworths Select Shredded Tasty Cheese,20,25g,1,,1650kJ,25.5g,32.7g,21.8g,<1.0g,<1.0g,652mg,4.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,white wings,White Wings Cake In A Cup Butterscotch Brownie,220g,g,1,,,,,,,,,5,TRUE,4,FALSE,,
2018-06-08 22:30:30 UTC,spam,Spam Turkey Oven Roasted,6,56g,1,,602kJ,16.1g,8.0g,2.7g,1.8g,<1.0g,929mg,4.9,TRUE,2.45,FALSE,,
2018-06-08 22:30:30 UTC,plumrose,Plumrose Ham Spiced,340g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,white wings,White Wings Biscuit Base Bakeo Crunch,12,21g,1,,2030kJ,4.1g,30.5g,9.6g,48.1g,20.9g,355mg,2.3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,uncle bens express,Uncle Bens Express Microwave Mexican Style Brown Rice,2,125g,1,,701kJ,3.8g,2.5g,0.4g,32.0g,3.2g,320mg,3.25,TRUE,3,FALSE,,
2018-06-08 22:30:30 UTC,uncle bens express,Uncle Bens Express Microwave Tomato & Basil Rice,2,125g,1,,721kJ,3.4g,3.1g,0.3g,30.9g,1.4g,260mg,3.25,TRUE,3,FALSE,,
2018-06-08 22:30:30 UTC,uncle bens,Uncle Bens Microwave Brown & Wild Rice,2,125g,1,,,3.7g,2.7g,,,0.3g,5mg,3.25,TRUE,3,FALSE,,
2018-06-08 22:30:30 UTC,spam,Spam Ham Spiced Lite Less Fat,3.5,56g,1,,830kJ,16.1g,13.4g,5.4g,3.6g,1.8g,1040mg,3.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,plumrose,Plumrose Ham Leg,2,100g,1,,575kJ,16.5g,7.5g,2.9g,1.0g,0.0g,926mg,4.9,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,hb cheddar,Hb Cheddar Cranberry & Pistachio ,140g,g,1,,,,,,,,,7,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,ashgrove,Ashgrove Premium Vintage Cheddar Cheese,7,20g,1,,1684kJ,25.4g,33g,21.5g,0.1g,<0.1g,655mg,5.25,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,pavlova magic,Pavlova Magic Mix Egg,6,60g (1 Slice as prepared),1,,"Serving prepared:770kJ, 100g prepared: 1280kJ","Serving prepared:2.5g, 100g prepared: 4.1g","Serving prepared:0.0g, 100g prepared: 0.0g","Serving prepared:0.0g, 100g prepared: 0.0g","Serving prepared:42.5g, 100g prepared: 70.9g","Serving prepared:42.1g, 100g prepared: 70.2g","Serving prepared:40mg, 100g prepared: 65mg",4.3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,uncle bens express,Uncle Bens Express Microwave Egg Fried Rice,2,125g,1,,698kJ,4.0g,3.2g,0.5g,29.6g,0.8g,181mg,3.25,TRUE,3,FALSE,,
2018-06-08 22:30:30 UTC,woolworths,Woolworths Traditional Mayonnaise ,470g,g,1,,,,,,,,,2.6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,tandaco,Tandaco Dry Yeast ,5,7g (1 sachet),5,,1360kJ,45.0g,2.5g,0.9g,14.4g,0.5g,60mg,2.4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,mckenzie's,Mckenzie's Acid Citric ,75g,g,1,,,,,,,,,2.25,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,heilala,Heilala Natural Vanilla Extract,125ml,Ml,1,,,,,,,,,6.5,TRUE,5.9,FALSE,,
2018-06-08 22:30:30 UTC,mckenzie's,Mckenzie's Bi Carb Soda,500g,g,1,,,,,,,,,2.4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,queen,Queen Baking Aids Glucose Syrup,5,100g,1,,1355kJ,<1g,0g,0g,79.6g,28.0g,29mg,4.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,s&w,S&w Mayonnaise Whole Egg Squeeze,21,15g,1,,3000kJ,1.6g,79.1g,13.0g,2.6g,1.0g,540mg,5.6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,bertocchi,Bertocchi Premium Boneless Leg Ham Sliced,,,1,,710.00kJ,21.40g,9.40g,3.70g,0.50g,0.50g,1400.00mg,24,TRUE,19,FALSE,,
2018-06-08 22:30:30 UTC,queen,Queen Raspberry Baking Paste,40g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,queen,Queen Passionfruit Baking Paste,40g,g,1,,,,,,,,,3,TRUE,2.5,FALSE,,
2018-06-08 22:30:30 UTC,devondale,Devondale Light Blend Butter,100,5g,1,,1520kJ,<1g,40.0g,18.8g,2.4g,<1g,380mg,5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,yoplait forme,Yoplait Forme Zero Berry Harvest Yoghurt,1,175g,6,,"Field Berries:177kJ, Raspberry:179kJ , Strawberry: 175kJ","Field Berries:4.3g, Raspberry: 4.3g, Strawberry: 4.3g",,"Field Berries:0.1g, Raspberry: 0.1g, Strawberry:0.1g","Field Berries:5.9g, Raspberry: 6.0g, Strawberry:5.8g","Field Berries:5.2g, Raspberry:5.2g, Strawberry: 5.1g","Field Berries:53mg, Raspberry: 53mg, Strawberry: 53mg",5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,serrasol,Serrasol Jamón Serrano Sliced,80g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths select tasty,Woolworths Select Tasty Reduced Fat Shredded Cheese,20,25g,1,,1410kJ,29.7g,24.2g,16.3g,<1.0g,<1.0g,623mg,4.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,bega,Bega Cheese So Light Grated,20,25g,1,,1170kJ,34.4g,15.3g,9.8g,<1g,<1g,570mg,8.2,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,hillview,Hillview Tasty Shredded Cheese ,28,100g,1,,Approx. 1740kJ,Approx. 24.7g,Approx. 34.9g,Approx. 23.3g,Approx. 1.7g,Approx. 0.5g,Approx. 651mg,5.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,mckenzie's,Mckenzie's Bi Carb Soda,350g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,devondale,Devondale Extra Soft Blend Spread,100,5g,1,,2240kJ,<1g,60.0g,26.5g,<1g,<1g,370mg,5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,vaalia,Vaalia Low Fat Lemon Creme Yoghurt,4,150g,4,,445kJ,4.9g,1.3g,0.9g,18.0g,17.5g,67mg,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,praise,Praise Tartare Sauce ,,,1,,1210kJ,0.6g,25.1g,3.1g,15.7g,13.6g,945mg,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,barossa fine foods,Barossa Fine Foods Schulz Bacon Sliced,250g,g,1,,,,,,,,,7.98,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,primo,Primo Bacon Lean Shortcut,7,50g,1,,940kJ,15.2g,17.9g,7.3g,1.2g,1.2g,1200mg,7,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,ashgrove,Ashgrove Wild Wasabi Cheddar Cheese,7,20g,1,,1684kJ,25.4g,33g,21.5g,0.1g,<0.1g,655mg,5.25,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,fowlers ,Fowlers Baking Aids Preserve Covers Kleer,24pk,,24,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,mckenzie's,Mckenzie's Baking Powder ,300g,g,1,,,,,,,,,5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,open calzone,Open Calzone Pepperoni Single,each,each,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,danone activia,Danone Activia Yoghurt Strawberry,1,125g,4,,368kJ,4.9g,1.5g,1.0g,13.5g,13.1g,69g,4.4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,primo,Primo Middle Bacon Rashers Middle Rashers,5,50g,1,,1230kJ,16.0g,25.4g,10.1g,1.2g,1.2g,1400mg,5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,don,Don Diced Bacon ,5,50g,1,,964kJ,15.0g,18.5g,7.9g,<1g,<1g,1250mg,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,primo,Primo Short Cut Bacon,750g,g,1,,,,,,,,,13.5,TRUE,6.75,FALSE,,
2018-06-08 22:30:30 UTC,berretta,Berretta Prosciutto Di Parma,85g,g,1,,,,,,,,,7,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,kr castlemaine,Kr Castlemaine Short Cut Bacon Rashers Rindless,,,1,,758.00kJ,15.50g,12.60g,4.90g,1.50g,1.00g,1060.00mg,17,TRUE,12,FALSE,,
2018-06-08 22:30:30 UTC,primo,Primo Diced Bacon ,,,1,,1430.00kJ,14.80g,31.90g,11.80g,1.30g,1.30g,980.00mg,13,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,artisan sourdough bakers,Artisan Sourdough Bakers Dark Rye Sourdough,5,125g,1,,931kJ,7.4g,1.1g,0.2g,43.6g,0.4g,507mg,6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,just caught,Just Caught Whiting Fillets Skin On,10,100g,1,,275kj,14.8g,>1.0g,>1.0g,>1.0g,>1.0g,365mg,10,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,australian fresh ,Australian Fresh Flathead Fillets Skinned & Boned,,,1,,0.00kJ,0.00g,0.00g,0.00g,0.00g,0.00g,0.00mg,46,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths,Woolworths Short Cut Bacon ,4,50g,1,,Approx. 754kJ,Approx. 14.7g,Approx. 10.6g,Approx. 4.3g,Approx. 6.6g,<1g,Approx. 971mg,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,miguel maestre,Miguel Maestre Free Range Chorizo ,2,100g,1,,1500kJ,23.6g,28.9g,11.4g,1.5g,<1.0g,1300mg,6.49,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,tandaco,Tandaco Dry Yeast ,12,7g (1 sachet),12,,1360kJ,45.0g,2.5g,0.9g,14.4g,0.5g,60mg,4.5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,mckenzie’s,Mckenzie’s Baking Aids Gelatine Leaves,20g,g,1,,,,,,,,,5,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,, Hash Brown From The Deli X10 Bundle ,,,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,woolworths,Woolworths Scone Homestyle Buttermilk,6pk,,6,,,,,,,,,4.6,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,turkish,Turkish Loaf ,305g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,jacobs creek,Jacobs Creek Double Barrel Shiraz Cabernet,750ml,Ml,1,,,,,,,,,27,FALSE,,TRUE,2 for 40.00,20
2018-06-08 22:30:30 UTC,rabbit ranch,Rabbit Ranch Pinot Gris ,750ml,Ml,1,,,,,,,,,24,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,just caught,Just Caught Whiting Fillets Crumbed,10,100g,1,,885kJ,10.9g,10.0g,1.7g,19.4g,2.1g,445mg,11,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,fresh australian,Fresh Australian Barramundi Fillets Fillets,,,1,,0.00kJ,0.00g,0.00g,0.00g,0.00g,0.00g,0.00mg,30,TRUE,28,FALSE,,
2018-06-08 22:30:30 UTC,australian fresh ,Australian Fresh Snapper Saddletail Fillets,,,1,,0.00kJ,0.00g,0.00g,0.00g,0.00g,0.00g,0.00mg,32,TRUE,26,FALSE,,
2018-06-08 22:30:30 UTC,flavour fusions,Flavour Fusions Moroccan Dinner Pack ,6,17g,1,,1560kJ,11.2g,11.0g,0.8g,53.1g,26.4g,1673mg,6.95,FALSE,,FALSE,,
2018-06-08 22:30:30 UTC,de costi,De Costi Whiting Fillets Crumbed,3,90g,1,,902kJ,10.1g,9.9g,1.0g,19.9g,2.4g,277mg,10,FALSE,,FALSE,,
