Date of data Extraction,Brand,Product name,ProductID,Category,Pack size,Serving size,Servings per pack,Product code,Energy per 100g (or 100ml),Protein per 100g (or 100ml),Total fat per 100g (or 100ml),Saturated fat per 100g (or 100ml),Carbohydrate per 100g (or 100ml),Sugars per 100g (or 100ml),Sodium per 100g (or 100ml),Original Price,Price Promoted,Price Promoted Price,Multi Buy Special,Multi Buy Special Details,Multi Buy Price,UID
2018-11-10 04:48:31 UTC,happy chewy cookie co,Happy Chewy Cookie Co Mini Cookies Mars,620183,Bakery,20 pack,,,,,,,,,,,4,TRUE,3,FALSE,,,1541785711.0-W-364
2018-11-10 04:48:31 UTC,happy chewy cookie co,Happy Chewy Cookie Co Mini Cookies M&ms,620402,Bakery,20 pack,,,,,,,,,,,4,TRUE,3,FALSE,,,1541785711.0-W-365
2018-11-10 04:48:31 UTC,woolworths,Woolworths Cookies Jam Drop,185739,Bakery,14 pack,,,,1850.00kJ,5.20g,18.10g,9.70g,63.80g,33.80g,344.00mg,3,FALSE,3,FALSE,,,1541785711.0-W-366
2018-11-10 04:48:32 UTC,woolworths,Woolworths Cookies Coconut Drops,211843,Bakery,12 pack,,,,,,,,,,,3,FALSE,3,FALSE,,,1541785712.0-W-367
2018-11-10 04:48:32 UTC,woolworths fresh,Woolworths Fresh Donuts Cinnamon,38214,Bakery,12 pack,,,,,,,,,,,3,TRUE,2,FALSE,,,1541785712.0-W-368
2018-11-10 04:48:32 UTC,woolworths,Woolworths Melting Moments ,446438,Bakery,12 pack,,,,,,,,,,,4,FALSE,4,FALSE,,,1541785712.0-W-369
2018-11-10 04:48:32 UTC,woolworths,Woolworths White Chocolate Macadamia Cookies,649145,Bakery,12 pack,,,,,,,,,,,3,TRUE,2.5,FALSE,,,1541785712.0-W-370
2018-11-10 04:48:32 UTC,woolworths,Woolworths Chocolate Oat Cookies,649143,Bakery,12 pack,,,,,,,,,,,3,TRUE,2.5,FALSE,,,1541785712.0-W-371
2018-11-10 04:48:32 UTC,woolworths,Woolworths Peanut Butter & Choc Chip Cookies,649144,Bakery,12 pack,,,,,,,,,,,3,TRUE,2.5,FALSE,,,1541785712.0-W-372
2018-11-10 04:48:32 UTC,woolworths,Woolworths Salted Caramel Cake,510739,Bakery,400g,50g,8,,1560kJ,2.5g,14.9g,6.7g,56.7g,44.0g,319mg,7,FALSE,7,FALSE,,,1541785712.0-W-373
2018-11-10 04:48:32 UTC,woolworths,Woolworths Almond Croissant ,744756,Bakery,2 pack,,,,,,,,,,,3.5,FALSE,3.5,FALSE,,,1541785712.0-W-374
2018-11-10 04:48:32 UTC,woolworths,Woolworths Petite Pavlovas,690034,Bakery,9 pack,,,,,,,,,,,5,FALSE,5,FALSE,,,1541785712.0-W-375
2018-11-10 04:48:32 UTC,woolworths,Woolworths English Muffins ,224737,Bakery,6 pack,100g,6,,Approx. 898kJ,Approx. 8.6g,Approx. 2.3g,<1g,Approx. 37.4g,Approx. 2.6g,Approx. 358mg,2,FALSE,2,FALSE,,,1541785712.0-W-376
2018-11-10 04:48:32 UTC,helga's,Helga's Grain Bread Mixed Grain,95872,Bakery,850g,94g (2 slices),9(16 slices + 2 Crusts),,1040kJ,9.6g,3.2g,<1.0g,43.0g,3.0g,400mg,3.7,FALSE,3.7,FALSE,,,1541785712.0-W-377
2018-11-10 04:48:32 UTC,schwob's swiss farmer dark,Schwob's Swiss Farmer Dark Rye Cob,121821,Bakery,800g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541785712.0-W-378
2018-11-10 04:48:32 UTC,schwob's swiss farmer,Schwob's Swiss Farmer Grain Cob,121824,Bakery,800g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541785712.0-W-379
2018-11-10 04:48:32 UTC,schwobs white,Schwobs White Sourdough Cob,121825,Bakery,800g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541785712.0-W-380
2018-11-10 04:48:32 UTC,golden,Golden Pikelets ,46645,Bakery,8 pack,25g (1 pikelet),8,,918kJ,5.0g,5.0g,0.6g,37.1g,12.1g,330mg,4,FALSE,4,TRUE,2,3,1541785712.0-W-381
2018-11-10 04:48:32 UTC,golden,Golden Pikelets Bite Size,208667,Bakery,16 pack,35g (4 Pikelet Bites),4,,918kJ,5.0g,5.0g,0.6g,37.1g,12.1g,330mg,4,FALSE,4,TRUE,2,3,1541785712.0-W-382
2018-11-10 04:48:32 UTC,woolworths,Woolworths Pikelets ,365378,Bakery,8 pack,100g,8,,Approx. 950kJ,Approx. 5.3g,Approx. 5.1g,<1g,Approx. 37.7g,Approx. 12.2g,Approx. 370mg,1.99,FALSE,1.99,FALSE,,,1541785712.0-W-383
2018-11-10 04:48:32 UTC,golden,Golden Waffles Light & Buttery,697936,Bakery,8 pack,100g,4,,Approx. 1960kJ,Approx. 6.8g,Approx. 24.5g,Approx. 14.6g,Approx. 54.9g,Approx. 33.2g,Approx. 360mg,5,FALSE,5,FALSE,,,1541785712.0-W-384
2018-11-10 04:48:32 UTC,macro free from gluten,Macro Free From Gluten Fruit Pies Mini Berry Bites,699452,Bakery,8 pack,100g,8,,Approx. 1590kJ,Approx. 0.7g,Approx. 11g,Approx. 5g,Approx. 68.7g,Approx. 23.2g,Approx. 420mg,0,FALSE,0,FALSE,,,1541785712.0-W-385
2018-11-10 04:48:32 UTC,woolworths select,Woolworths Select Cookies Ginger Kisses,787587,Bakery,8 pack,100g,8,,Approx. 1830kJ,Approx. 5.6g,Approx. 23.4g,Approx. 11.8g,Approx. 51.1g,Approx. 27.8g,Approx. 552mg,3.79,FALSE,3.79,FALSE,,,1541785712.0-W-386
2018-11-10 04:48:32 UTC,woolworths,Woolworths Lemon And Coconut Slice Bites,425869,Bakery,8 pack,25g,8,,1941kJ,6.0g,23.1g,14.2g,57.0g,34.0g,360mg,4.75,FALSE,4.75,FALSE,,,1541785712.0-W-387
2018-11-10 04:48:32 UTC,woolworths,Woolworths Caramel Slice Bites,425867,Bakery,8 pack,25g,8,,1940kJ,4.6g,22.0g,14.9g,61.0g,26.0g,157mg,4.75,FALSE,4.75,FALSE,,,1541785712.0-W-388
2018-11-10 04:48:32 UTC,woolworths,Woolworths Hedgehog Slice Bites,426050,Bakery,8 pack,25g,8,,1910kJ,6.1g,21.0g,13.3g,59.0g,32.0g,330mg,4.75,FALSE,4.75,FALSE,,,1541785712.0-W-389
2018-11-10 04:48:32 UTC,woolworths,Woolworths Choc Mint Slices,664037,Bakery,8 pack,100g,8,,Approx. 1850kJ,Approx. 3.7g,Approx. 15.8g,Approx. 9.4g,Approx. 70g,Approx. 55g,Approx. 290mg,4.75,FALSE,4.75,FALSE,,,1541785712.0-W-390
2018-11-10 04:48:32 UTC,macro organic,Macro Organic Fruit Snacks Gluten Free Apricot Bites,699451,Bakery,8 pack,100g,8,,Approx. 1690kJ,Approx. 0.7g,Approx. 12.5g,Approx. 6g,Approx. 71.4g,Approx. 28.7g,Approx. 362mg,0,FALSE,0,FALSE,,,1541785712.0-W-391
2018-11-10 04:48:32 UTC,mountain bread,Mountain Bread Natural Light Wraps,118406,Bakery,8 pack,25g,8,,1240kJ,11.3g,1.4g,0.4g,57.4g,2.3g,450mg,4,FALSE,4,FALSE,,,1541785712.0-W-392
2018-11-10 04:48:33 UTC,abbott's,Abbott's Village Bakery Bread Rustic White,690672,Bakery,700g,g,,,,,,,,,,5.39,TRUE,3.5,FALSE,,,1541785713.0-W-393
2018-11-10 04:48:33 UTC,helgas,Helgas Capsicum & Roasted Garlic Wraps,808927,Bakery,7 pack,,,,,,,,,,,5,TRUE,3.5,FALSE,,,1541785713.0-W-394
2018-11-10 04:48:33 UTC,helgas,Helgas Spinach & Herb Wraps,808928,Bakery,7 pack,,,,,,,,,,,5,TRUE,3.5,FALSE,,,1541785713.0-W-395
2018-11-10 04:48:33 UTC,abbott's village bakery,Abbott's Village Bakery Toasted Soy Chickpea & Quinoa,693621,Bakery,750g,g,,,,,,,,,,4,FALSE,4,FALSE,,,1541785713.0-W-396
2018-11-10 04:48:33 UTC,abbott's village bakery,Abbott's Village Bakery Pumpkin Sunflower Seed & Caramelised Onion,693627,Bakery,750g,g,,,,,,,,,,4,FALSE,4,FALSE,,,1541785713.0-W-397
2018-11-10 04:48:33 UTC,helga's,Helga's Square Loaf 10 Grains & Seeds,657670,Bakery,750g,g,,,,,,,,,,3.7,FALSE,3.7,FALSE,,,1541785713.0-W-398
2018-11-10 04:48:33 UTC,helga's,Helga's Square Loaf 10 Grains & Seeds Wholemeal,658363,Bakery,750g,g,,,,,,,,,,3.7,FALSE,3.7,FALSE,,,1541785713.0-W-399
2018-11-10 04:48:33 UTC,abbott's village bakery,Abbott's Village Bakery Sundried Tomato & Basil,693620,Bakery,750g,g,,,,,,,,,,4,FALSE,4,FALSE,,,1541785713.0-W-400
2018-11-10 04:48:33 UTC,helga's,Helga's Bread Traditional White,84128,Bakery,750g,83g (2 Slices),9(16 Slices + 2 Crusts),,1010kJ,8.2g,2.4g,<1.0g,43.1g,3.0g,400mg,3.7,FALSE,3.7,FALSE,,,1541785713.0-W-401
2018-11-10 04:48:33 UTC,helga's,Helga's Bread Traditional Wholemeal,84129,Bakery,750g,83g (2 Slices),9(16 Slices + 2 Crusts),,1000kJ,9.0g,2.5g,<1.0g,41.5g,3.0g,400mg,3.7,FALSE,3.7,FALSE,,,1541785713.0-W-402
2018-11-10 04:48:33 UTC,helga's ,Helga's Cafe Thick Cut White Bread,632134,Bakery,750g,g,,,,,,,,,,3.7,FALSE,3.7,FALSE,,,1541785713.0-W-403
2018-11-10 04:48:33 UTC,helga's,Helga's Pumpkin Seed And Grain,370814,Bakery,720g,80g (2 Slices),9(16 Slices + 2 Crusts),,1110kJ,10.4g,0.5g,<1.0g,41.1g,2.8g,400mg,3.7,FALSE,3.7,FALSE,,,1541785713.0-W-404
2018-11-10 04:48:33 UTC,tip top sunblest multi,Tip Top Sunblest Multi Grain Sandwich Bread,23298,Bakery,650g,11(20 slices + 2 crusts),60g (2 slices),,1100kJ,9.0g,3.0g,0.7g,47.0g,2.5g,400mg,2.9,FALSE,2.9,FALSE,,,1541785713.0-W-405
2018-11-10 04:48:33 UTC,tip top the one,Tip Top The One Mixed Grains ,603320,Bakery,700g,g,,,,,,,,,,3.2,FALSE,3.2,FALSE,,,1541785713.0-W-406
2018-11-10 04:48:33 UTC,woolworths,Woolworths Lightly Fruited Cake ,688779,Bakery,700g,100g,16,,Approx. 1640kJ,Approx. 4.4g,Approx. 14.2g,Approx. 2.6g,Approx. 60g,Approx. 37g,Approx. 350mg,3.3,FALSE,3.3,FALSE,,,1541785713.0-W-407
2018-11-10 04:48:33 UTC,select,Select Lamingtons Jam Filled,957656,Bakery,6 pack,100g,6,,Approx. 1280kJ,Approx. 4g,Approx. 6.5g,Approx. 3.8g,Approx. 55.2g,Approx. 39.6g,Approx. 243mg,2.5,FALSE,2.5,FALSE,,,1541785713.0-W-408
2018-11-10 04:48:33 UTC,woolworths,Woolworths Mini Choc Rollette,663305,Bakery,6 pack,100g,6,,Approx. 1470kJ,Approx. 4.8g,Approx. 11.1g,Approx. 5.7g,Approx. 56.6g,Approx. 37.8g,Approx. 378mg,2.5,FALSE,2.5,FALSE,,,1541785713.0-W-409
2018-11-10 04:48:33 UTC,woolworths,Woolworths Jam Rollette,663303,Bakery,6 pack,100g,6,,Approx. 1220kJ,Approx. 4.3g,Approx. 2.1g,<1g,Approx. 62.6g,Approx. 43.1g,Approx. 418mg,2.5,FALSE,2.5,FALSE,,,1541785713.0-W-410
2018-11-10 05:02:58 UTC,mr kipling,Mr Kipling Strawberry Shortcake Whirls ,698332,Bakery,6 pack,,,,,,,,,,,3,FALSE,3,FALSE,,,1541786578.0-W-411
2018-11-10 05:02:58 UTC,woolworths,Woolworths Lamingtons ,957612,Bakery,6 pack,50g,6,,Approx. 1320kJ,Approx. 4.7g,Approx. 8.9g,Approx. 5.7g,Approx. 50.5g,Approx. 34g,Approx. 280mg,2.5,FALSE,2.5,FALSE,,,1541786578.0-W-412
2018-11-10 05:02:58 UTC,woolworths,Woolworths Mixed Jam Tarts ,663230,Bakery,6 pack,45g,6,,Approx. 1760kJ,Approx. 3.8g,Approx. 14.8g,Approx. 8.1g,Approx. 67.4g,Approx. 36.6g,Approx. 220mg,3,FALSE,3,FALSE,,,1541786578.0-W-413
2018-11-10 05:02:58 UTC,woolworths,Woolworths Pavlova Base,254514,Bakery,500g,50g,10,,1240kJ,3.4g,0.1g,0.1g,69.1g,68.6g,56mg,11.75,TRUE,6,FALSE,,,1541786578.0-W-414
2018-11-10 05:02:58 UTC,woolworths,Woolworths Sliced Carrot Sultana & Walnut Loaf,653793,Bakery,500g,g,,,,,,,,,,5.5,TRUE,5,FALSE,,,1541786578.0-W-415
2018-11-10 05:02:58 UTC,woolworths,Woolworths Banana & Chia Bread 5pk,900093,Bakery,500g,100g (1 Slice),5,,1450kJ,5.5g,15.7g,2.6g,43.9g,25.8g,291mg,6.25,TRUE,5,FALSE,,,1541786578.0-W-416
2018-11-10 05:02:58 UTC,woolworths,Woolworths Banana Choc Bread ,406453,Bakery,5 pack,100g (1 slice),5,,1430kJ,5.2g,14.7g,4.4g,45.9g,28.7g,215mg,6.25,TRUE,5,FALSE,,,1541786578.0-W-417
2018-11-10 05:02:58 UTC,woolworths,Woolworths Banana Bread Slices,328822,Bakery,5 pack,100g,5,,Approx. 1420kJ,Approx. 5.4g,Approx. 15.5g,Approx. 2.9g,Approx. 43.4g,Approx. 25.4g,Approx. 299mg,6.25,TRUE,5,FALSE,,,1541786578.0-W-418
2018-11-10 05:02:58 UTC,woolworths,Woolworths Cake Banana Bread Slice,707281,Bakery,100g,100g,1,,Approx. 1420kJ,Approx. 5.4g,Approx. 15.5g,Approx. 2.9g,Approx. 43.4g,Approx. 25.4g,Approx. 299mg,1.6,FALSE,1.6,FALSE,,,1541786578.0-W-419
2018-11-10 05:02:58 UTC,the natural food group,The Natural Food Group Iced Choc Mud Cake Slice ,677954,Bakery,5 pack,100g,,,Approx. 1670kJ,Approx. 3.8g,Approx. 16g,Approx. 3.6g,Approx. 58.5g,Approx. 39.2g,Approx. 203g,5.5,FALSE,5.5,FALSE,,,1541786578.0-W-420
2018-11-10 05:02:58 UTC,the natural food group,The Natural Food Group Iced Vanilla Cake Slice ,677953,Bakery,5 pack,100g,,,Approx. 1400kJ,Approx. 3.9g,Approx. 8.3g,Approx. 2.5g,Approx. 59.5g,Approx. 31.1g,Approx. 401g,5.5,FALSE,5.5,FALSE,,,1541786578.0-W-421
2018-11-10 05:02:58 UTC,woolworths,Woolworths Sliced Blueberry & Coconut Loaf,653792,Bakery,5 pack,100g,5,,Approx. 1566kJ,Approx. 5.6g,Approx. 17.3g,Approx. 1.8g,Approx. 47.7g,Approx. 25g,Approx. 363mg,5.5,TRUE,5,FALSE,,,1541786578.0-W-422
2018-11-10 05:02:58 UTC,woolworths,Woolworths Light Fruit Cake,513900,Bakery,465g,100g,9,,Approx. 1620kJ,Approx. 4.2g,Approx. 11.9g,Approx. 2.3g,Approx. 64.3g,Approx. 30g,Approx. 330mg,4,FALSE,4,FALSE,,,1541786578.0-W-423
2018-11-10 05:02:58 UTC,woolworths,Woolworths Dark Fruit Cake,513901,Bakery,465g,100g,2,,Approx. 1640kJ,Approx. 4.2g,Approx. 11.9g,Approx. 2.4g,Approx. 65.3g,Approx. 30g,Approx. 300mg,4,FALSE,4,FALSE,,,1541786578.0-W-424
2018-11-10 05:02:58 UTC,woolworths,Woolworths Double Unfilled Sponge ,260722,Bakery,460g,100g,10,,Approx. 1190kJ,Approx. 6g,Approx. 5.1g,Approx. 1.8g,Approx. 52.1g,Approx. 29.2g,Approx. 307mg,5,FALSE,5,FALSE,,,1541786578.0-W-425
2018-11-10 05:02:58 UTC,woolworths,Woolworths Cake Unfilled Sponge Slab,311319,Bakery,450g,100g,10,,Approx. 1190kJ,Approx. 6g,Approx. 5.1g,Approx. 1.8g,Approx. 52.1g,Approx. 29.2g,Approx. 307mg,5,FALSE,5,FALSE,,,1541786578.0-W-426
2018-11-10 05:02:58 UTC,woolworths,Woolworths Jam Sponge Roll,663302,Bakery,400g,100g,8,,Approx. 1220kJ,Approx. 4.3g,Approx. 2.1g,<1g,Approx. 62.7g,Approx. 43.3g,Approx. 415mg,2.5,FALSE,2.5,FALSE,,,1541786578.0-W-427
2018-11-10 05:02:58 UTC,woolworths,Woolworths Choc Sponge Roll,663304,Bakery,400g,100g,8,,Approx. 1470kJ,Approx. 4.8g,Approx. 11.3g,Approx. 5.8g,Approx. 56.6g,Approx. 37.9g,Approx. 378mg,0,FALSE,0,FALSE,,,1541786578.0-W-428
2018-11-10 05:02:58 UTC,woolworths,Woolworths Red Velvet Cake,510738,Bakery,400g,50g,8,,Approx. 1650kJ,Approx. 3.9g,Approx. 15.3g,Approx. 6g,Approx. 60g,Approx. 43.5g,Approx. 215mg,7,FALSE,7,FALSE,,,1541786578.0-W-429
2018-11-10 05:02:58 UTC,woolworths,Woolworths Indulgent Chocolate Cake,510930,Bakery,400g,100g,8,,Approx. 1740kJ,Approx. 3.8g,Approx. 22.7g,Approx. 14.7g,Approx. 49g,Approx. 36.3g,Approx. 232mg,0,FALSE,0,FALSE,,,1541786578.0-W-430
2018-11-10 05:02:58 UTC,hellenic,Hellenic Biscuits Cinnamon ,673710,Bakery,500g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541786578.0-W-431
2018-11-10 05:02:58 UTC,hellenic,Hellenic Biscuits Aniseed,673637,Bakery,500g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541786578.0-W-432
2018-11-10 05:02:58 UTC,hellenic,Hellenic Biscuits Mixed ,673638,Bakery,500g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541786578.0-W-433
2018-11-10 05:02:58 UTC,cakemark,Cakemark Cookies Coconut Delights,347784,Bakery,250g,42g,6,,1923kJ,4.1g,25.1g,23.6g,54.4g,53.4g,30mg,0,FALSE,0,FALSE,,,1541786578.0-W-434
2018-11-10 05:02:58 UTC,hellenic,Hellenic Biscuits Mixed ,673713,Bakery,250g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541786578.0-W-435
2018-11-10 05:02:58 UTC,hellenic,Hellenic Biscuits Cinnamon ,673711,Bakery,250g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541786578.0-W-436
2018-11-10 05:02:58 UTC,hellenic,Hellenic Biscuits Aniseed ,673714,Bakery,250g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541786578.0-W-437
2018-11-10 05:02:58 UTC,hellenic,Hellenic Biscuits Vanilla ,673712,Bakery,250g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541786578.0-W-438
2018-11-10 05:02:58 UTC,lambertz,Lambertz Pfeffernusse Soft Gingerbread Cookies,502260,Bakery,200g,22g (2 cookies),Approx.9,,1478kJ,5.4g,1.1g,<1g,77.1g,48.3g,124mg,2,FALSE,2,FALSE,,,1541786578.0-W-439
2018-11-10 05:02:58 UTC,golden,Golden Pancakes ,33140,Bakery,6pk 360g,60g (1 Pancake),6,,909kJ,5.1g,4.8g,0.7g,36.9g,11.8g,281mg,5,TRUE,3,FALSE,,,1541786578.0-W-440
2018-11-10 05:02:58 UTC,golden,Golden Crumpets Breaks,7413,Bakery,6 pack,,,,,,,,,,,4.2,FALSE,4.2,FALSE,,,1541786578.0-W-441
2018-11-10 05:02:58 UTC,golden,Golden Crumpets Round Wholemeal,31560,Bakery,6 pack,50g (1 crumpet),6Crumpets,,780kJ,5.9g,0.9g,0.2g,36.6g,1.6g,600mg,3.5,TRUE,2,FALSE,,,1541786578.0-W-442
2018-11-10 05:02:58 UTC,golden,Golden Crumpets Round,49622,Bakery,6 pack,50g (1 crumpet),6crumpets,,750kJ,5.7g,0.9g,0.2g,35.5g,2.0g,600mg,3.5,TRUE,2,FALSE,,,1541786578.0-W-443
2018-11-10 05:02:58 UTC,toscano,Toscano Chocolate Filled Crepes ,709014,Bakery,192g,32g,6,,1941kJ,6.7g,23.0g,6.5g,57.0g,37.0g,310mg,4.65,FALSE,4.65,FALSE,,,1541786578.0-W-444
2018-11-10 05:02:58 UTC,golden ,Golden Muffin Bites Choc Fudge Brownie,762534,Bakery,6pk 240g,40g (1 Pack),6,,1760kJ,5.0g,19.5g,4.4g,54.6g,39.3g,250mg,5.01,FALSE,5.01,FALSE,,,1541786578.0-W-445
2018-11-10 05:02:58 UTC,golden,Golden Muffin Bites Banana Choc Chip,762525,Bakery,6pk 190g,32g (1 Pack),6,,1730kJ,4.7g,20.9g,3.2g,51.2g,32.4g,309mg,5,FALSE,5,FALSE,,,1541786578.0-W-446
2018-11-10 05:02:58 UTC,tip top cafe style,Tip Top Cafe Style Raisin Toast Extra Thick,258204,Bakery,650g,65g (1 slice),10(8 slices + 2 crusts),,1510kJ,10.5g,4.5g,0.8g,66.8g,26.0g,370mg,4,TRUE,3.5,FALSE,,,1541786578.0-W-447
2018-11-10 05:02:58 UTC,tip top,Tip Top Wholemeal Raisin Toast,784291,Bakery,600g,100g (2 slices),6(10 slices + 2 crusts),,1120kJ,10.7g,3.8g,0.6g,43.8g,18.1g,300mg,3.7,FALSE,3.7,FALSE,,,1541786578.0-W-448
2018-11-10 05:02:58 UTC,tip top,Tip Top English Muffins Wholemeal,89121,Bakery,6 pack,67g (1 Muffin),6,,746kJ,8.1g,2.0g,0.6g,29.1g,1.6g,244mg,5,FALSE,5,FALSE,,,1541786578.0-W-449
2018-11-10 05:02:58 UTC,tip top,Tip Top English Muffins Original,46795,Bakery,6 pack,67g (1 Muffin),6,,826kJ,7.1g,2.1g,0.5g,35.0g,2.2g,296mg,5,FALSE,5,FALSE,,,1541786578.0-W-450
2018-11-10 05:02:58 UTC,tip top,Tip Top Garlic & Herb Muffin ,686733,Bakery,6 pack,67g (1 muffin),6,,940kJ,8.6g,3.1g,0.5g,38.3g,2.5g,326mg,5,FALSE,5,FALSE,,,1541786578.0-W-451
2018-11-10 05:02:58 UTC,essentials,Essentials Fruit Toast ,408570,Bakery,560g,100g,8.5,,Approx. 1130kJ,Approx. 7.7g,Approx. 2.3g,<1g,Approx. 52.1g,Approx. 18.1g,Approx. 271mg,2,FALSE,2,FALSE,,,1541786578.0-W-452
2018-11-10 05:02:58 UTC,tip top,Tip Top Raisin Toast ,3805,Bakery,520g,87g (2 slices),87g (2 slices),,1100kJ,9.5g,3.7g,3.7g,44.5g,15.3g,301mg,3.7,FALSE,3.7,FALSE,,,1541786578.0-W-453
2018-11-10 05:02:58 UTC,tip top cafe style,Tip Top Cafe Style Brioche Bread With Fruit,479507,Bakery,500g,50g (1 slice),10(8 slices + 2 crusts),,1150kJ,7.7g,3.2g,0.6g,51.5g,19.5g,308mg,4,TRUE,3.5,FALSE,,,1541786578.0-W-454
2018-11-10 05:02:58 UTC,woolworths select,Woolworths Select Vol Au Vents Medium Unfilled 2pk,796653,Bakery,75g,100g,2,,Approx. 2330kJ,Approx. 8.1g,Approx. 38g,Approx. 26.9g,Approx. 45.3g,Approx. 1.3g,Approx. 304mg,3.5,FALSE,3.5,FALSE,,,1541786578.0-W-455
2018-11-10 05:02:58 UTC,toscano,Toscano French Croissants ,684682,Bakery,6 x240g pack,40g,6,,Approx. 1673kJ,Approx. 7g,Approx. 19g,Approx. 10.7g,Approx. 49g,Approx. 8.4g,Approx. 346mg,4.5,FALSE,4.5,FALSE,,,1541786578.0-W-456
2018-11-10 05:02:58 UTC,golden,Golden Waffles Fluffy & Delicious,697933,Bakery,5 pack,100g,5,,Approx. 1890kJ,Approx. 6.3g,Approx. 23.3g,Approx. 12.3g,Approx. 53.7g,Approx. 24.1g,Approx. 1250mg,5,FALSE,5,FALSE,,,1541786578.0-W-457
2018-11-10 05:02:58 UTC,woolworths select,Woolworths Select Croissant Butter,97237,Bakery,3 pack,63g,3,,1530kJ,8.5g,18.2g,11.4g,40.7g,5.4g,481mg,4,TRUE,2.5,FALSE,,,1541786578.0-W-458
2018-11-10 05:02:58 UTC,woolworths,Woolworths All Butter Croissants ,33593,Bakery,4 pack,50g,4,,1490kJ,9.2g,15.7g,10.0g,,,,4,TRUE,2.5,FALSE,,,1541786578.0-W-459
2018-11-10 05:17:59 UTC,country chef,Country Chef Rustic Pavlova ,698943,Bakery,400g,g,,,,,,,,,,9,FALSE,9,FALSE,,,1541787479.0-W-460
2018-11-10 05:17:59 UTC,sugar honey,Sugar Honey Moon Cakes ,740727,Bakery,4 pack,,,,,,,,,,,0,FALSE,0,FALSE,,,1541787479.0-W-461
2018-11-10 05:17:59 UTC,toscano,Toscano Waffles ,785629,Bakery,4 pack,,,,,,,,,,,5.3,FALSE,5.3,FALSE,,,1541787479.0-W-462
2018-11-10 05:17:59 UTC,woolworths,Woolworths Individual Pavlovas,689902,Bakery,4 pack,,,,,,,,,,,5,FALSE,5,FALSE,,,1541787479.0-W-463
2018-11-10 05:17:59 UTC,woolworths ,Woolworths Jam Ball Donut ,663971,Bakery,4 pack,,,,,,,,,,,5,FALSE,5,FALSE,,,1541787479.0-W-464
2018-11-10 05:17:59 UTC,toscano,Toscano Waffles Choc Chip,476143,Bakery,360g,90g,4,,1902kJ,5.8g,22.8g,12.5g,54.9g,31.8g,370mg,0,FALSE,0,FALSE,,,1541787479.0-W-465
2018-11-10 05:17:59 UTC,hot kid,Hot Kid Ball Cake Honey Flavour,803829,Bakery,210g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1541787479.0-W-466
2018-11-10 05:17:59 UTC,toscano,Toscano Mini Waffle ,693170,Bakery,200g,100g,,,Approx. 1870kJ,Approx. 5.9g,Approx. 23g,Approx. 12g,Approx. 54g,Approx. 29g,Approx. 435mg,3.5,FALSE,3.5,FALSE,,,1541787479.0-W-467
2018-11-10 05:17:59 UTC,woolworths,Woolworths Pavlova Base,254515,Bakery,1kg,50g,20,,1240kJ,3.4g,<1.0g,<1.0g,69.1g,68.6g,56mg,12,FALSE,12,FALSE,,,1541787479.0-W-468
2018-11-10 05:17:59 UTC,woolworths,Woolworths Shortcrust Pastry Flan Case,308324,Bakery,150g,100g,6,,Approx. 2070kJ,Approx. 7.4g,Approx. 24.2g,Approx. 16.4g,Approx. 61.5g,Approx. 17.8g,Approx. 220mg,5.8,TRUE,5.79,FALSE,,,1541787479.0-W-469
2018-11-10 05:17:59 UTC,woolworths,Woolworths Shortcrust Pastry Tartlet Cases,308325,Bakery,150g,25g,6,,Approx. 2020kJ,Approx. 7g,Approx. 22.3g,Approx. 15g,Approx. 63g,Approx. 21g,Approx. 210mg,5.8,TRUE,5.79,FALSE,,,1541787479.0-W-470
2018-11-10 05:17:59 UTC,original waffle co,Original Waffle Co Waffles English Style,312869,Bakery,130g,g,,,,,,,,,,3.8,FALSE,3.8,FALSE,,,1541787479.0-W-471
2018-11-10 05:17:59 UTC,kushi,Kushi Jelly Drinks ,748867,Bakery,12x75ml,Ml,,,,,,,,,,0,FALSE,0,FALSE,,,1541787479.0-W-472
2018-11-10 05:17:59 UTC,woolworths select,Woolworths Select Vol Au Vent Petite Unfilled,796651,Bakery,12pk 85g,100g,12,,Approx. 2330kJ,Approx. 8.1g,Approx. 38g,Approx. 26.9g,Approx. 45.3g,Approx. 1.3g,Approx. 304mg,3.99,FALSE,3.99,FALSE,,,1541787479.0-W-473
2018-11-10 05:17:59 UTC,woolworths,Woolworths Meringues Vanilla Minis,256236,Bakery,100g,10g,10,,Approx. 1680kJ,Approx. 4.9g,<1g,<1g,Approx. 93.2g,Approx. 92.3g,Approx. 83mg,0,FALSE,0,FALSE,,,1541787479.0-W-474
